"Id","Predicted","P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22"
1347,1,0.25,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0
1348,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,4,0.0,0.0,0.0,0.3333333333333333,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,21,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.6666666666666666,0.0
1351,5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,9,0.0005755064456721916,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.09090909090909091,0.0,0.0,0.0
1353,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2,0.0005755064456721916,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1354,9,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,4,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,5,0.0,0.0,0.0005755064456721916,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0
1357,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0005755064456721916,0.0,0.0
1358,5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0
1359,6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
1360,15,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,15,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0005755064456721916,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0
1362,1,0.3333333333333333,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,16,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0
1364,14,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,14,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.14285714285714285,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0005755064456721916,0.0
1366,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1368,6,0.0,0.0005755064456721916,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,11,0.0,0.0,0.2857142857142857,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,2,0.0,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
1372,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,4,0.25,0.125,0.0005755064456721916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,14,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.1111111111111111,0.5,0.16666666666666666,0.0005755064456721916,0.5,0.5,0.0
1375,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
1376,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
1377,3,0.0005755064456721916,0.0,1.0,0.5,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1378,9,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0005755064456721916,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
1380,1,0.5,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1382,10,0.5,0.0,0.0,0.2,0.0005755064456721916,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
1383,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0005755064456721916,0.0,0.0,0.0,0.0
1384,12,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0005755064456721916,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1385,2,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
1386,4,0.0,0.0,0.375,0.5,0.0,0.0,0.4,0.0,0.18181818181818182,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1387,14,0.0,0.0,0.0005755064456721916,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
1388,14,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.2,0.2222222222222222,0.0,0.0,0.2,0.0,0.0,0.0,0.0005755064456721916,0.2
1389,21,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
1390,8,0.0,0.0005755064456721916,0.0,0.15789473684210525,0.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,20,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0
1392,1,0.5,0.0005755064456721916,0.0,0.1,0.0,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0
1395,21,0.1,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.25,0.0
1396,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0005755064456721916,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1397,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6666666666666666,0.0,0.0005755064456721916,0.25,0.0,0.3333333333333333,0.0,0.25
1398,3,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,14,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0
1400,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0005755064456721916,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1111111111111111,0.25
1401,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1402,14,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.6666666666666666,0.1111111111111111,0.0,0.25,0.0,0.0,0.0005755064456721916,0.0,0.0
1403,10,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,4,0.0,0.0005755064456721916,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
1405,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0005755064456721916,0.3333333333333333,0.0,0.0,0.0
1406,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.25,0.0,0.0,1.0,0.0,0.0005755064456721916,0.0,0.0,0.0
1407,21,0.0,0.0,0.0,0.0005755064456721916,0.125,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0
1408,2,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0
1409,4,0.09090909090909091,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,1,0.3333333333333333,0.0,0.0,0.25,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,7,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,5,0.16666666666666666,0.0005755064456721916,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,20,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.07692307692307693,0.0,0.14285714285714285,0.0,0.0
1414,2,0.0,1.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,5,0.5714285714285714,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
1416,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0005755064456721916,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,16,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.125,0.07142857142857142,0.0
1419,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0005755064456721916,0.3333333333333333
1420,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0
1421,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0005755064456721916,0.5,0.0,0.0,1.0,0.0
1422,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0005755064456721916,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
1423,5,0.0,0.0,0.0005755064456721916,0.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,4,0.0,0.14285714285714285,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
1425,21,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.25,0.16666666666666666,0.0005755064456721916,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1426,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1875,0.0,0.0,0.5,0.5,0.0,0.0005755064456721916,0.0,0.0
1427,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0005755064456721916,0.16666666666666666,0.0,0.5,1.0,0.0
1428,2,0.0,0.2,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
1429,22,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1430,14,0.0,0.16666666666666666,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.5,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0
1431,11,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,6,0.0005755064456721916,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.0005755064456721916,1.0,0.5,0.0,0.0,0.0,0.09090909090909091
1435,2,0.2,1.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1437,18,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.4,0.0005755064456721916
1438,11,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,12,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916
1440,20,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
1441,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.25,0.0,0.42857142857142855,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111
1442,4,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
1443,16,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0
1444,4,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.08333333333333333,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
1445,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.0
1446,3,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,9,0.25,0.0,0.0,0.5,0.1111111111111111,0.0,0.0005755064456721916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,4,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0005755064456721916,0.0
1450,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4,0.0,0.0,0.0005755064456721916,0.0,0.0
1451,21,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.25,0.2
1452,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0
1453,20,0.25,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1454,3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,8,0.0,0.0,0.0,0.0,0.46153846153846156,0.25,0.0,1.0,0.0,0.0005755064456721916,0.0,0.0,0.06666666666666667,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0
1456,15,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.2
1457,14,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.5,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
1458,7,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,22,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
1460,4,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2857142857142857,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0
1462,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0005755064456721916,0.0
1464,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.058823529411764705,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916
1465,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0005755064456721916
1466,1,0.3333333333333333,0.0005755064456721916,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.125
1468,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.45454545454545453,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,1.0,0.0
1469,3,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916
1470,8,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.5,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0
1472,2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,7,0.0,0.0,0.0,0.0,0.25,0.0005755064456721916,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,7,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.0005755064456721916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,9,0.0,0.0005755064456721916,0.0,0.0,0.0,0.5,0.5,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5
1477,5,0.0,0.0005755064456721916,0.0,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
